ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 25+",2019,86.72,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15+",2019,55.35,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-64",2019,58.533,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-24",2019,37.654,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 25+",2019,61.408,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): Total,2019,67.618,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 15-24,2019,50.225,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 25-54,2019,80.658,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 55-64,2019,69.472,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 65+,2019,37.797,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): Total,2019,80.175,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 15-24,2019,62.413,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 25-54,2019,93.062,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 55-64,2019,83.505,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 65+,2019,51.539,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): Total,2019,55.35,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 15-24,2019,37.654,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 25-54,2019,68.7,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 55-64,2019,55.765,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 65+,2019,25.346,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): Total,2019,67.618,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 15-24,2019,50.225,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 25-34,2019,78.54,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 35-44,2019,83.773,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 45-54,2019,80.242,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 55-64,2019,69.472,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 65+,2019,37.797,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): Total,2019,80.175,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 15-24,2019,62.413,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 25-34,2019,92.057,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 35-44,2019,94.896,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 45-54,2019,92.367,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2019,83.505,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2019,51.539,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2019,55.35,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2019,37.654,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2019,65.69,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2019,72.935,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2019,68.427,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2019,55.765,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2019,25.346,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2019,67.618,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2019,36.167,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2019,64.731,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2019,75.883,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2019,81.406,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2019,83.582,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2019,84.006,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2019,81.102,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2019,79.264,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2019,72.21,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2019,66.21,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2019,37.797,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2019,80.175,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2019,47.974,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2019,78.068,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2019,90.58,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2019,93.632,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2019,94.695,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2019,95.147,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2019,92.875,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2019,91.794,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 55-59,2019,85.208,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2019,81.593,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2019,51.539,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2019,55.35,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2019,23.371,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2019,51.659,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2019,62.063,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2019,69.646,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 35-39,2019,72.552,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 40-44,2019,73.394,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 45-49,2019,69.707,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 50-54,2019,66.962,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 55-59,2019,60.177,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 60-64,2019,50.195,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 65+,2019,25.346,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15+",2018,67.4,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-64",2018,70.47,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-24",2018,50.034,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 25+",2018,73.702,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15+",2018,79.965,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-64",2018,82.745,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-24",2018,61.853,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 25+",2018,86.704,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15+",2018,54.991,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-64",2018,58.268,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 15-24",2018,37.929,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,"Age (Youth, adults): 25+",2018,61.03,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): Total,2018,67.4,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 15-24,2018,50.034,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 25-54,2018,80.568,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 55-64,2018,69.797,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (Aggregate bands): 65+,2018,36.511,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): Total,2018,79.965,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 15-24,2018,61.853,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 25-54,2018,93.092,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 55-64,2018,83.144,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (Aggregate bands): 65+,2018,50.938,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): Total,2018,54.991,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 15-24,2018,37.929,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 25-54,2018,68.277,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 55-64,2018,56.658,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (Aggregate bands): 65+,2018,23.185,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): Total,2018,67.4,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 15-24,2018,50.034,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 25-34,2018,78.656,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 35-44,2018,83.095,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 45-54,2018,80.633,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 55-64,2018,69.797,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (10-year bands): 65+,2018,36.511,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): Total,2018,79.965,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 15-24,2018,61.853,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 25-34,2018,92.347,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 35-44,2018,94.726,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 45-54,2018,92.335,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2018,83.144,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2018,50.938,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2018,54.991,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2018,37.929,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2018,65.152,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2018,72.182,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2018,68.556,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2018,56.658,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2018,23.185,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2018,67.4,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2018,36.298,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2018,64.27,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2018,75.792,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2018,81.783,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2018,82.658,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2018,83.621,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2018,82.818,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2018,78.141,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2018,74.186,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2018,64.528,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2018,36.511,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2018,79.965,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2018,46.632,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2018,78.556,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2018,90.249,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2018,94.553,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2018,95.576,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2018,93.735,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2018,94.359,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2018,90.101,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 55-59,2018,87.474,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2018,78.168,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2018,50.938,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2018,54.991,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2018,25.095,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2018,50.474,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2018,62.032,,,,Repository: ILO-STATISTICS - Micro data processing
Paraguay,HS - Continuous Permanent Household Survey,Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2018,68.687,,,,Repository: ILO-STATISTICS - Micro data processing
